Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
173,8.0,0.0,2856.0,13.0,158.0,24667.0,0.0,7123421.007000007,7123421.007000007,0.0,2926.6887996196747,,,,,,,,,,,,,,,,2416717.5689581083,2269071.4192353473,6748327.959063696,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,8.0,0.0,2997.0,14.0,141.0,24808.0,0.0,5327940.94000001,5327940.94000001,0.0,2936.5841307640076,,,,,,,,,,,,,,,,1507141.7516902413,1611293.783859371,5120554.507519203,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,8.0,0.0,3046.0,15.0,49.0,24857.0,0.0,296996.7480000097,296996.7480000097,0.0,2940.655287504196,,,,,,,,,,,,,,,,56836.35158821364,72081.87909969642,294506.27304523275,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,8.0,0.0,3267.0,16.0,221.0,25078.0,0.0,12343363.070000004,12343363.070000004,0.0,2956.1767797470093,,,,,,,,,,,,,,,,5333731.993963126,3879237.3546201014,11175784.08341758,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,8.0,0.0,3420.0,17.0,153.0,25231.0,0.0,8824402.102000007,8824402.102000007,0.0,2966.931816101074,,,,,,,,,,,,,,,,3244052.568110491,2734633.584565056,8336398.457536646,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,8.0,0.0,3522.0,18.0,102.0,25333.0,0.0,5183942.501000009,5183942.501000009,0.0,2974.241647005081,,,,,,,,,,,,,,,,1697131.9993354594,1676910.8655909847,5015850.887955749,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,8.0,0.0,3561.0,19.0,39.0,25372.0,0.0,323996.43800000986,323996.43800000986,0.0,2977.310988664627,,,,,,,,,,,,,,,,68062.82779144983,80368.18254990828,321663.65136751096,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,8.0,0.0,3990.0,20.0,429.0,25801.0,0.0,27517194.66499984,27517194.66499984,0.0,3006.5821874141693,,,,,,,,,,,,,,,,11166967.455820892,7620741.954811322,22749314.941394266,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,9.0,0.0,350.0,1.0,350.0,26151.0,0.0,22612249.0989999,22612249.0989999,0.0,3247.1868250370026,,,,,,,,,,,,,,,,8875194.169243269,6149624.55730678,19525456.59636121,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,9.0,0.0,563.0,2.0,213.0,26364.0,0.0,11065377.262000028,11065377.262000028,0.0,3261.877541542053,,,,,,,,,,,,,,,,3835017.371764452,3233128.4063960756,10258777.339153329,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,9.0,0.0,813.0,3.0,250.0,26614.0,0.0,14611337.899000019,14611337.899000019,0.0,3279.1817278862,,,,,,,,,,,,,,,,5424067.875192163,4341614.079655082,13268589.5197217,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,9.0,0.0,1006.0,4.0,193.0,26807.0,0.0,11362373.942000017,11362373.942000017,0.0,3292.5724976062775,,,,,,,,,,,,,,,,4368779.532550486,3395446.629999106,10529729.22143921,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,9.0,0.0,1066.0,5.0,60.0,26867.0,0.0,1160987.1590000084,1160987.1590000084,0.0,3297.4014773368835,,,,,,,,,,,,,,,,309366.0197327182,358539.2736744725,1143568.7665826299,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,9.0,0.0,1123.0,6.0,57.0,26924.0,0.0,418495.4060000099,418495.4060000099,0.0,3301.63360953331,,,,,,,,,,,,,,,,83232.22176167462,101300.13215766673,414165.3346942888,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,9.0,0.0,1188.0,7.0,65.0,26989.0,0.0,1565982.6640000087,1565982.6640000087,0.0,3306.4533026218414,,,,,,,,,,,,,,,,299270.2781757626,441374.9990752576,1548078.174092678,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,9.0,0.0,1347.0,8.0,159.0,27148.0,0.0,6812924.458000006,6812924.458000006,0.0,3317.8589704036713,,,,,,,,,,,,,,,,2379396.352524394,2215575.6511406833,6441041.479428064,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,9.0,0.0,1683.0,9.0,336.0,27484.0,0.0,19952778.634999953,19952778.634999953,0.0,3340.8552889823914,,,,,,,,,,,,,,,,7912585.36658617,5469356.4263103,17311461.413240284,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,9.0,0.0,1860.0,10.0,177.0,27661.0,0.0,7379918.176000005,7379918.176000005,0.0,3353.161920785904,,,,,,,,,,,,,,,,3025343.317459011,2207117.046820735,6851283.69250227,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,9.0,0.0,2012.0,11.0,152.0,27813.0,0.0,7541916.351000002,7541916.351000002,0.0,3363.7761867046356,,,,,,,,,,,,,,,,2611966.397790509,2263868.1685576644,7152049.508043898,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,9.0,0.0,2198.0,12.0,186.0,27999.0,0.0,8486905.884999998,8486905.884999998,0.0,3376.7040979862213,,,,,,,,,,,,,,,,2988023.08653976,2462009.315819702,7939072.663567184,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,9.0,0.0,2957.0,13.0,759.0,28758.0,0.0,48837958.09900044,48837958.09900044,0.0,3428.131888151169,,,,,,,,,,,,,,,,18588065.24734989,10419876.763761489,34764380.957218654,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,9.0,0.0,3069.0,14.0,112.0,28870.0,0.0,4130954.2110000127,4130954.2110000127,0.0,3436.0056326389313,,,,,,,,,,,,,,,,1041253.2975604787,1272540.1358072367,4018352.1938671037,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,9.0,0.0,3113.0,15.0,44.0,28914.0,0.0,256497.1930000097,256497.1930000097,0.0,3439.356320619583,,,,,,,,,,,,,,,,45724.874017926515,62675.21440886717,254740.03858180303,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,9.0,0.0,3337.0,16.0,224.0,29138.0,0.0,9629893.223000018,9629893.223000018,0.0,3454.8923099040985,,,,,,,,,,,,,,,,4182729.3655899963,3181698.1816066797,8701663.508616472,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,9.0,0.0,3483.0,17.0,146.0,29284.0,0.0,8095410.195000006,8095410.195000006,0.0,3465.193203687668,,,,,,,,,,,,,,,,2920211.7556116846,2542171.3500195295,7676736.014695402,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,9.0,0.0,3634.0,18.0,151.0,29435.0,0.0,6448428.500000006,6448428.500000006,0.0,3476.204359292984,,,,,,,,,,,,,,,,1890681.7985485282,2014727.2985011628,6169104.653072258,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,9.0,0.0,3681.0,19.0,47.0,29482.0,0.0,499494.49600001,499494.49600001,0.0,3479.8664643764496,,,,,,,,,,,,,,,,72204.64239787227,110966.76976103571,496597.47528259264,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,9.0,0.0,4132.0,20.0,451.0,29933.0,0.0,29843668.837999824,29843668.837999824,0.0,3510.696733236313,,,,,,,,,,,,,,,,11837736.25953207,7976380.712155501,24529379.164115172,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,10.0,0.0,341.0,1.0,341.0,30274.0,0.0,22409751.33999988,22409751.33999988,0.0,3761.0810828208923,,,,,,,,,,,,,,,,9035010.922526833,6221254.635781262,19348160.776194576,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,10.0,0.0,629.0,2.0,288.0,30562.0,0.0,18431795.486999948,18431795.486999948,0.0,3780.901454925537,,,,,,,,,,,,,,,,7146498.090668927,5278515.025237608,16389994.030918278,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,10.0,0.0,872.0,3.0,243.0,30805.0,0.0,14638337.592000028,14638337.592000028,0.0,3797.6448917388916,,,,,,,,,,,,,,,,5552350.631482822,4302963.634285713,13302418.807357043,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,10.0,0.0,1081.0,4.0,209.0,31014.0,0.0,10835879.808000028,10835879.808000028,0.0,3812.1054804325104,,,,,,,,,,,,,,,,3770848.92368712,3289764.235330839,10057830.21316257,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,10.0,0.0,1146.0,5.0,65.0,31079.0,0.0,809991.0640000121,809991.0640000121,0.0,3816.984405517578,,,,,,,,,,,,,,,,134753.54003632208,199774.94419865604,802034.118015665,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,10.0,0.0,1209.0,6.0,63.0,31142.0,0.0,1012488.8120000114,1012488.8120000114,0.0,3821.798642396927,,,,,,,,,,,,,,,,264377.4316427232,306536.7579269632,996829.8636701888,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,10.0,0.0,1288.0,7.0,79.0,31221.0,0.0,1876479.2280000078,1876479.2280000078,0.0,3827.5854573249817,,,,,,,,,,,,,,,,424490.59213489544,514961.0449027823,1844789.2604818349,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,10.0,0.0,1586.0,8.0,298.0,31519.0,0.0,17905301.346999947,17905301.346999947,0.0,3849.1102406978607,,,,,,,,,,,,,,,,7558008.196142078,5322020.964379323,15668683.588137815,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,10.0,0.0,1939.0,9.0,353.0,31872.0,0.0,21964256.3019999,21964256.3019999,0.0,3873.2424273490906,,,,,,,,,,,,,,,,8700493.287529754,5891093.868410452,18911894.06556757,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,10.0,0.0,2269.0,10.0,330.0,32202.0,0.0,12905856.92900006,12905856.92900006,0.0,3895.8855402469635,,,,,,,,,,,,,,,,4637516.095825675,3591111.2095851097,11386863.480858406,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,10.0,0.0,2552.0,11.0,283.0,32485.0,0.0,16555316.332000032,16555316.332000032,0.0,3915.341980457306,,,,,,,,,,,,,,,,6345209.001459344,4559280.698266166,14774396.581168178,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,10.0,0.0,2773.0,12.0,221.0,32706.0,0.0,11146376.37000002,11146376.37000002,0.0,3930.531441926956,,,,,,,,,,,,,,,,4225941.206925038,3342915.192682956,10222666.02929888,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,10.0,0.0,2901.0,13.0,128.0,32834.0,0.0,6677925.927000007,6677925.927000007,0.0,3939.59352517128,,,,,,,,,,,,,,,,2589300.6789339464,2150260.333277177,6352848.288384851,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,10.0,0.0,3272.0,14.0,371.0,33205.0,0.0,19628782.26999994,19628782.26999994,0.0,3965.0093858242035,,,,,,,,,,,,,,,,7484328.903046561,5272246.708315814,16868965.212181933,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,10.0,0.0,3351.0,15.0,79.0,33284.0,0.0,1106987.7780000085,1106987.7780000085,0.0,3970.693409204483,,,,,,,,,,,,,,,,362575.2009417155,376623.91879866994,1079423.7608865008,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,10.0,0.0,3994.0,16.0,643.0,33927.0,0.0,37120088.17900005,37120088.17900005,0.0,4014.5119922161102,,,,,,,,,,,,,,,,13767587.624164205,8415957.178051746,28295825.161824245,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,10.0,0.0,4178.0,17.0,184.0,34111.0,0.0,9971889.38300001,9971889.38300001,0.0,4027.0621285438538,,,,,,,,,,,,,,,,3448566.7840178823,3099751.1721958523,9346699.794535268,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,10.0,0.0,4693.0,18.0,515.0,34626.0,0.0,29047177.754999883,29047177.754999883,0.0,4062.161677837372,,,,,,,,,,,,,,,,11354944.463962248,6928474.2618971625,23222603.96001948,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,10.0,0.0,4730.0,19.0,37.0,34663.0,0.0,499494.4860000101,499494.4860000101,0.0,4065.023780107498,,,,,,,,,,,,,,,,87072.8132438847,121563.15907646649,496769.56147145765,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,10.0,0.0,5169.0,20.0,439.0,35102.0,0.0,28300185.974999864,28300185.974999864,0.0,4094.972205400467,,,,,,,,,,,,,,,,11640980.709713504,7519089.258835716,23213008.451887675,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,11.0,0.0,429.0,1.0,429.0,35531.0,0.0,27454195.377999865,27454195.377999865,0.0,4403.270731687546,,,,,,,,,,,,,,,,10738893.163119763,7349635.261036275,22870080.291312963,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,11.0,0.0,709.0,2.0,280.0,35811.0,0.0,17905301.32899996,17905301.32899996,0.0,4422.609374523163,,,,,,,,,,,,,,,,7027563.856989786,5119626.70651579,15953536.986028912,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,11.0,0.0,979.0,3.0,270.0,36081.0,0.0,16177320.519000018,16177320.519000018,0.0,4441.227004766464,,,,,,,,,,,,,,,,6273632.559912274,4724296.597151946,14497937.665489187,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,11.0,0.0,1196.0,4.0,217.0,36298.0,0.0,11753869.616000023,11753869.616000023,0.0,4456.1868941783905,,,,,,,,,,,,,,,,4195797.872974504,3553442.3261539093,10854235.71327782,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,11.0,0.0,1250.0,5.0,54.0,36352.0,0.0,310496.60300000967,310496.60300000967,0.0,4460.767352104187,,,,,,,,,,,,,,,,45156.41838764775,67223.68985033351,308366.522930007,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,11.0,0.0,1311.0,6.0,61.0,36413.0,0.0,1282485.8100000084,1282485.8100000084,0.0,4465.307062864304,,,,,,,,,,,,,,,,345941.7143137563,392956.3201865356,1262646.0114383087,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,11.0,0.0,1361.0,7.0,50.0,36463.0,0.0,917989.8490000116,917989.8490000116,0.0,4469.08377122879,,,,,,,,,,,,,,,,141759.09813119343,243267.181837402,911813.7078012517,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,11.0,0.0,1818.0,8.0,457.0,36920.0,0.0,23971234.105999816,23971234.105999816,0.0,4500.154438257217,,,,,,,,,,,,,,,,8796623.690313121,6889923.349970935,19971148.22775468,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,11.0,0.0,2404.0,9.0,586.0,37506.0,0.0,31787647.384999737,31787647.384999737,0.0,4540.028166294098,,,,,,,,,,,,,,,,10920678.661472457,7949264.301512711,25413543.232609786,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,11.0,0.0,2768.0,10.0,364.0,37870.0,0.0,19484783.862999927,19484783.862999927,0.0,4564.800072431564,,,,,,,,,,,,,,,,6803003.750202128,5342241.522336635,17025516.013940375,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,11.0,0.0,3034.0,11.0,266.0,38136.0,0.0,14840835.365000019,14840835.365000019,0.0,4583.0365834236145,,,,,,,,,,,,,,,,5683129.994021956,4152168.910662822,13342465.251842005,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,11.0,0.0,3227.0,12.0,193.0,38329.0,0.0,10066388.342000011,10066388.342000011,0.0,4596.4184901714325,,,,,,,,,,,,,,,,4087770.475631849,2914195.423765373,9286735.375578646,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,11.0,0.0,3410.0,13.0,183.0,38512.0,0.0,9229397.632000003,9229397.632000003,0.0,4609.230602025986,,,,,,,,,,,,,,,,3531125.1340734335,2802473.6583476467,8591793.525990576,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,11.0,0.0,3714.0,14.0,304.0,38816.0,0.0,16663315.15300003,16663315.15300003,0.0,4630.009135723114,,,,,,,,,,,,,,,,7039543.797849649,4414974.388459958,14537831.670123834,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,11.0,0.0,3773.0,15.0,59.0,38875.0,0.0,931489.7080000108,931489.7080000108,0.0,4634.374102115631,,,,,,,,,,,,,,,,370682.94690177514,350883.2658583426,910529.9440768821,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,11.0,0.0,3978.0,16.0,205.0,39080.0,0.0,10120387.754000004,10120387.754000004,0.0,4648.546338319778,,,,,,,,,,,,,,,,4380934.362063578,3254524.4436020735,9231527.737514492,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,11.0,0.0,4129.0,17.0,151.0,39231.0,0.0,8783902.550000004,8783902.550000004,0.0,4659.168764829636,,,,,,,,,,,,,,,,3207983.484126039,2765444.69937516,8307804.848745726,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,11.0,0.0,4264.0,18.0,135.0,39366.0,0.0,6704925.634000005,6704925.634000005,0.0,4668.74125957489,,,,,,,,,,,,,,,,2236723.6372395195,2134477.9904826544,6409377.320292966,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,11.0,0.0,4309.0,19.0,45.0,39411.0,0.0,445495.09400001,445495.09400001,0.0,4672.1821205616,,,,,,,,,,,,,,,,72691.76797288716,100301.91763539021,442666.6310723024,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,11.0,0.0,4716.0,20.0,407.0,39818.0,0.0,23836235.54599989,23836235.54599989,0.0,4700.347257852554,,,,,,,,,,,,,,,,9644167.007446058,6374556.778525246,19930990.564533997,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,12.0,0.0,385.0,1.0,385.0,40203.0,0.0,25933212.23399986,25933212.23399986,0.0,4987.336441993713,,,,,,,,,,,,,,,,10244582.526751101,6998823.107534657,22011059.02022105,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,12.0,0.0,732.0,2.0,347.0,40550.0,0.0,21977756.145999897,21977756.145999897,0.0,5011.078226804733,,,,,,,,,,,,,,,,8403064.276562007,6142459.414721034,19080973.81584885,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,12.0,0.0,1006.0,3.0,274.0,40824.0,0.0,17378807.17299996,17378807.17299996,0.0,5029.814529418945,,,,,,,,,,,,,,,,6749593.453120583,4996120.551835042,15544963.530375354,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,12.0,0.0,1098.0,4.0,92.0,40916.0,0.0,4292952.39100001,4292952.39100001,0.0,5036.4308552742,,,,,,,,,,,,,,,,1300459.5968883466,1387247.1786752304,4177487.5956819644,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,12.0,0.0,1157.0,5.0,59.0,40975.0,0.0,364496.00800000975,364496.00800000975,0.0,5040.825023651123,,,,,,,,,,,,,,,,62351.651683628785,84824.43226333955,361178.43898966565,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,12.0,0.0,1230.0,6.0,73.0,41048.0,0.0,1079988.0720000076,1079988.0720000076,0.0,5046.201245069504,,,,,,,,,,,,,,,,261567.56732410387,337302.38999059936,1061955.5951805315,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,12.0,0.0,1314.0,7.0,84.0,41132.0,0.0,1916978.783000008,1916978.783000008,0.0,5052.252841234207,,,,,,,,,,,,,,,,344231.6276015382,509608.06087221473,1889953.2795610419,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,12.0,0.0,1729.0,8.0,415.0,41547.0,0.0,24218731.3139999,24218731.3139999,0.0,5080.529355049133,,,,,,,,,,,,,,,,10189121.514687782,6453591.876719858,20010256.141546164,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,12.0,0.0,2190.0,9.0,461.0,42008.0,0.0,28507183.709999856,28507183.709999856,0.0,5112.011511325836,,,,,,,,,,,,,,,,10958876.442379946,7231458.289112352,23478620.290353213,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,12.0,0.0,2477.0,10.0,287.0,42295.0,0.0,15893823.686000034,15893823.686000034,0.0,5131.997590303421,,,,,,,,,,,,,,,,5748882.350035586,4510696.876285931,14258152.604143944,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,12.0,0.0,2775.0,11.0,298.0,42593.0,0.0,16460817.39700004,16460817.39700004,0.0,5152.372977972031,,,,,,,,,,,,,,,,6434906.829464758,4368253.824413132,14557772.934754271,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,12.0,0.0,3054.0,12.0,279.0,42872.0,0.0,13679848.27800002,13679848.27800002,0.0,5171.57254242897,,,,,,,,,,,,,,,,5326108.057369678,3921672.419891371,12206070.20019407,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,12.0,0.0,3254.0,13.0,200.0,43072.0,0.0,9566893.899000011,9566893.899000011,0.0,5185.436394691467,,,,,,,,,,,,,,,,3513485.2658629795,3020228.520876813,8873069.915743163,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,12.0,0.0,3363.0,14.0,109.0,43181.0,0.0,4495450.158000009,4495450.158000009,0.0,5193.215461492538,,,,,,,,,,,,,,,,1257309.4395593791,1423394.392543957,4362766.195283321,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,12.0,0.0,3411.0,15.0,48.0,43229.0,0.0,350996.14700000983,350996.14700000983,0.0,5196.972570180893,,,,,,,,,,,,,,,,73973.02579061995,95779.38180299879,347793.23499705736,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,12.0,0.0,3523.0,16.0,112.0,43341.0,0.0,3928456.46100001,3928456.46100001,0.0,5204.967227220535,,,,,,,,,,,,,,,,1341219.8239636824,1249231.5774878715,3782021.8625786537,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,12.0,0.0,4070.0,17.0,547.0,43888.0,0.0,37367585.33600003,37367585.33600003,0.0,5242.186626911163,,,,,,,,,,,,,,,,14916740.606755745,9083647.690397939,29237365.58969434,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,12.0,0.0,4607.0,18.0,537.0,44425.0,0.0,35918601.42499998,35918601.42499998,0.0,5278.643442392349,,,,,,,,,,,,,,,,14281882.087756272,8946861.16010559,28277508.25212702,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,12.0,0.0,4648.0,19.0,41.0,44466.0,0.0,377995.84000001,377995.84000001,0.0,5281.768137931824,,,,,,,,,,,,,,,,68011.99999214214,86807.78034527382,375582.9309312634,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,12.0,0.0,5042.0,20.0,394.0,44860.0,0.0,25811713.583999883,25811713.583999883,0.0,5308.6869258880615,,,,,,,,,,,,,,,,10487000.939502303,7122323.43979573,21701536.750586715,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,13.0,0.0,330.0,1.0,330.0,45190.0,0.0,22301752.528999913,22301752.528999913,0.0,5603.743730068207,,,,,,,,,,,,,,,,8960035.125980217,6115381.689068175,19364305.24266921,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,13.0,0.0,639.0,2.0,309.0,45499.0,0.0,19673781.70799994,19673781.70799994,0.0,5624.976440668106,,,,,,,,,,,,,,,,7636567.630608131,5594022.178531391,17331413.723865964,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,13.0,0.0,892.0,3.0,253.0,45752.0,0.0,14611337.902000027,14611337.902000027,0.0,5642.403128147125,,,,,,,,,,,,,,,,5365168.3335369965,4322379.5301976465,13267217.531146305,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,13.0,0.0,1038.0,4.0,146.0,45898.0,0.0,6421428.795000007,6421428.795000007,0.0,5652.641733407974,,,,,,,,,,,,,,,,2101630.5170806204,1914714.870420461,6120711.4509572,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,13.0,0.0,1088.0,5.0,50.0,45948.0,0.0,580493.5990000113,580493.5990000113,0.0,5656.502772569656,,,,,,,,,,,,,,,,81069.47463506328,141739.3217053151,577017.1424106677,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,13.0,0.0,1147.0,6.0,59.0,46007.0,0.0,1214986.5580000083,1214986.5580000083,0.0,5660.947765827179,,,,,,,,,,,,,,,,302451.9730980948,373043.6463393012,1198340.2318190415,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
